locus_tag	ftype	length_bp	gene	EC_number	COG	product
IGKOFFHN_00237	gene	1179	mdrP			
IGKOFFHN_00237	CDS	1179	mdrP			Na(+), Li(+), K(+)/H(+) antiporter
IGKOFFHN_00238	gene	1353				
IGKOFFHN_00238	CDS	1353				hypothetical protein
IGKOFFHN_00239	gene	891	pgdA_1			
IGKOFFHN_00239	CDS	891	pgdA_1	3.5.1.-		Peptidoglycan deacetylase
IGKOFFHN_00240	gene	849	pgdA_2			
IGKOFFHN_00240	CDS	849	pgdA_2	3.5.1.-		Peptidoglycan deacetylase
IGKOFFHN_00241	gene	825	tcyA			
IGKOFFHN_00241	CDS	825	tcyA		COG0834	L-cystine-binding protein TcyA
IGKOFFHN_00242	gene	765	glnQ_2			
IGKOFFHN_00242	CDS	765	glnQ_2			Glutamine transport ATP-binding protein GlnQ
IGKOFFHN_00243	gene	879				
IGKOFFHN_00243	CDS	879				hypothetical protein
IGKOFFHN_00244	gene	1428	argH_1			
IGKOFFHN_00244	CDS	1428	argH_1	4.3.2.1	COG0165	Argininosuccinate lyase
IGKOFFHN_00245	gene	966				
IGKOFFHN_00245	CDS	966				hypothetical protein
IGKOFFHN_00246	gene	528				
IGKOFFHN_00246	CDS	528				hypothetical protein
IGKOFFHN_00247	gene	1620				
IGKOFFHN_00247	CDS	1620				hypothetical protein
IGKOFFHN_00248	gene	1380	rkpK_1			
IGKOFFHN_00248	CDS	1380	rkpK_1	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
IGKOFFHN_00249	gene	405	arnF			
IGKOFFHN_00249	CDS	405	arnF			putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF
IGKOFFHN_00250	gene	345	arnE			
IGKOFFHN_00250	CDS	345	arnE		COG0697	putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE
IGKOFFHN_00251	gene	1650	arnT_1			
IGKOFFHN_00251	CDS	1650	arnT_1	2.4.2.43		Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
IGKOFFHN_00252	gene	888	arnD			
IGKOFFHN_00252	CDS	888	arnD	3.5.1.-		putative 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD
IGKOFFHN_00253	gene	1992	arnA			
IGKOFFHN_00253	CDS	1992	arnA		COG0223	Bifunctional polymyxin resistance protein ArnA
IGKOFFHN_00254	gene	1023	arnC			
IGKOFFHN_00254	CDS	1023	arnC	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
IGKOFFHN_00255	gene	1149	arnB_1			
IGKOFFHN_00255	CDS	1149	arnB_1	2.6.1.87		UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
IGKOFFHN_00256	gene	939	xerC_2			
IGKOFFHN_00256	CDS	939	xerC_2			Tyrosine recombinase XerC
IGKOFFHN_00257	gene	552				
IGKOFFHN_00257	CDS	552				hypothetical protein
IGKOFFHN_00258	gene	1656	pqiB			
IGKOFFHN_00258	CDS	1656	pqiB		COG3008	Intermembrane transport protein PqiB
IGKOFFHN_00259	gene	1302	puuB_1			
IGKOFFHN_00259	CDS	1302	puuB_1	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
IGKOFFHN_00260	gene	1194	spuE_2			
IGKOFFHN_00260	CDS	1194	spuE_2		COG0687	Spermidine-binding periplasmic protein SpuE
IGKOFFHN_00261	gene	1359	puuA_1			
IGKOFFHN_00261	CDS	1359	puuA_1	6.3.1.11	COG0174	Gamma-glutamylputrescine synthetase PuuA
IGKOFFHN_00262	gene	909				
IGKOFFHN_00262	CDS	909				hypothetical protein
IGKOFFHN_00263	gene	1050				
IGKOFFHN_00263	CDS	1050				hypothetical protein
IGKOFFHN_00264	gene	1479				
IGKOFFHN_00264	CDS	1479				hypothetical protein
IGKOFFHN_00265	gene	1056	galE_1			
IGKOFFHN_00265	CDS	1056	galE_1	5.1.3.2	COG1087	UDP-glucose 4-epimerase
IGKOFFHN_00266	gene	1419				
IGKOFFHN_00266	CDS	1419				hypothetical protein
IGKOFFHN_00267	gene	954				
IGKOFFHN_00267	CDS	954				hypothetical protein
IGKOFFHN_00268	gene	1314				
IGKOFFHN_00268	CDS	1314				hypothetical protein
IGKOFFHN_00269	gene	1113	pglJ			
IGKOFFHN_00269	CDS	1113	pglJ	2.4.1.291	COG0438	N-acetylgalactosamine-N,N'-diacetylbacillosaminyl-diphospho-undecaprenol 4-alpha-N-acetylgalactosaminyltransferase
IGKOFFHN_00270	gene	1077				
IGKOFFHN_00270	CDS	1077				hypothetical protein
IGKOFFHN_00271	gene	705	wfeD			
IGKOFFHN_00271	CDS	705	wfeD	2.4.1.304		UDP-Gal:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,4-galactosyltransferase
IGKOFFHN_00272	gene	1341	rkpK_2			
IGKOFFHN_00272	CDS	1341	rkpK_2	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
IGKOFFHN_00273	gene	1392				
IGKOFFHN_00273	CDS	1392				hypothetical protein
IGKOFFHN_00274	gene	2313				
IGKOFFHN_00274	CDS	2313				hypothetical protein
IGKOFFHN_00275	gene	534				
IGKOFFHN_00275	CDS	534				hypothetical protein
IGKOFFHN_00276	gene	1161				
IGKOFFHN_00276	CDS	1161				hypothetical protein
IGKOFFHN_00277	gene	537	rfaH			
IGKOFFHN_00277	CDS	537	rfaH		COG0250	Transcription antitermination protein RfaH
IGKOFFHN_00278	gene	978	wbgU			
IGKOFFHN_00278	CDS	978	wbgU	5.1.3.7		UDP-N-acetylglucosamine 4-epimerase
IGKOFFHN_00279	gene	459	tspO			
IGKOFFHN_00279	CDS	459	tspO		COG3476	Tryptophan-rich sensory protein
IGKOFFHN_00280	gene	2946	rcsC_4			
IGKOFFHN_00280	CDS	2946	rcsC_4	2.7.13.3		Sensor histidine kinase RcsC
IGKOFFHN_00281	gene	1551	phrB_1			
IGKOFFHN_00281	CDS	1551	phrB_1	4.1.99.13	COG3046	(6-4) photolyase
IGKOFFHN_00282	gene	543				
IGKOFFHN_00282	CDS	543				hypothetical protein
IGKOFFHN_00283	gene	162				
IGKOFFHN_00283	CDS	162				hypothetical protein
IGKOFFHN_00284	gene	1002	pks1			
IGKOFFHN_00284	CDS	1002	pks1			Putative inactive phenolphthiocerol synthesis polyketide synthase type I Pks1
IGKOFFHN_00285	gene	339				
IGKOFFHN_00285	CDS	339				hypothetical protein
IGKOFFHN_00286	gene	1437	araE			
IGKOFFHN_00286	CDS	1437	araE	1.2.1.26		Alpha-ketoglutaric semialdehyde dehydrogenase 1
IGKOFFHN_00287	gene	927	dmlR_3			
IGKOFFHN_00287	CDS	927	dmlR_3			HTH-type transcriptional regulator DmlR
IGKOFFHN_00288	gene	1119	gnl			
IGKOFFHN_00288	CDS	1119	gnl	3.1.1.17		Gluconolactonase
IGKOFFHN_00289	gene	822	fliY_1			
IGKOFFHN_00289	CDS	822	fliY_1		COG0834	L-cystine-binding protein FliY
IGKOFFHN_00290	gene	846				
IGKOFFHN_00290	CDS	846				hypothetical protein
IGKOFFHN_00291	gene	1389	dmoA_1			
IGKOFFHN_00291	CDS	1389	dmoA_1	1.14.13.131		Dimethyl-sulfide monooxygenase
IGKOFFHN_00292	gene	708				
IGKOFFHN_00292	CDS	708				hypothetical protein
IGKOFFHN_00293	gene	855				
IGKOFFHN_00293	CDS	855				hypothetical protein
IGKOFFHN_00294	gene	669				
IGKOFFHN_00294	CDS	669				hypothetical protein
IGKOFFHN_00295	gene	1275	puuB_2			
IGKOFFHN_00295	CDS	1275	puuB_2	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
IGKOFFHN_00296	gene	1638	sgrR			
IGKOFFHN_00296	CDS	1638	sgrR			HTH-type transcriptional regulator SgrR
IGKOFFHN_00297	gene	957	gsiC			
IGKOFFHN_00297	CDS	957	gsiC		COG0601	Glutathione transport system permease protein GsiC
IGKOFFHN_00298	gene	876	ddpC			
IGKOFFHN_00298	CDS	876	ddpC		COG1173	putative D,D-dipeptide transport system permease protein DdpC
IGKOFFHN_00299	gene	1842	gsiA			
IGKOFFHN_00299	CDS	1842	gsiA	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
IGKOFFHN_00300	gene	309				
IGKOFFHN_00300	CDS	309				hypothetical protein
IGKOFFHN_00301	gene	1377	hcnB_1			
IGKOFFHN_00301	CDS	1377	hcnB_1	1.4.99.5		Hydrogen cyanide synthase subunit HcnB
IGKOFFHN_00302	gene	1155	soxB_1			
IGKOFFHN_00302	CDS	1155	soxB_1	1.5.3.1		Sarcosine oxidase subunit beta
IGKOFFHN_00303	gene	1158	argE_1			
IGKOFFHN_00303	CDS	1158	argE_1	3.5.1.16	COG0624	Acetylornithine deacetylase
IGKOFFHN_00304	gene	1458	gabD_1			
IGKOFFHN_00304	CDS	1458	gabD_1	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)] GabD
IGKOFFHN_00305	gene	1080	dmlA			
IGKOFFHN_00305	CDS	1080	dmlA	1.1.1.83	COG0473	D-malate dehydrogenase [decarboxylating]
IGKOFFHN_00306	gene	927	ghrA_1			
IGKOFFHN_00306	CDS	927	ghrA_1	1.1.1.79	COG0111	Glyoxylate/hydroxypyruvate reductase A
IGKOFFHN_00307	gene	1293	gabT			
IGKOFFHN_00307	CDS	1293	gabT	2.6.1.19	COG0160	4-aminobutyrate aminotransferase GabT
IGKOFFHN_00308	gene	657				
IGKOFFHN_00308	CDS	657				hypothetical protein
IGKOFFHN_00309	gene	489	lrp_1			
IGKOFFHN_00309	CDS	489	lrp_1		COG1522	Leucine-responsive regulatory protein
IGKOFFHN_00310	gene	1464	ald_1			
IGKOFFHN_00310	CDS	1464	ald_1	1.2.1.83		3-succinoylsemialdehyde-pyridine dehydrogenase
IGKOFFHN_00311	gene	1116	ndmA			
IGKOFFHN_00311	CDS	1116	ndmA	1.14.13.178		Methylxanthine N1-demethylase NdmA
IGKOFFHN_00312	gene	201				
IGKOFFHN_00312	CDS	201				hypothetical protein
IGKOFFHN_00313	gene	699	rhaS_1			
IGKOFFHN_00313	CDS	699	rhaS_1			HTH-type transcriptional activator RhaS
IGKOFFHN_00314	gene	1053	aptB			
IGKOFFHN_00314	CDS	1053	aptB	2.2.1.-	COG3958	Apulose-4-phosphate transketolase subunit B
IGKOFFHN_00315	gene	849	aptA			
IGKOFFHN_00315	CDS	849	aptA	2.2.1.-	COG3959	Apulose-4-phosphate transketolase subunit A
IGKOFFHN_00316	gene	1299	nicT_2			
IGKOFFHN_00316	CDS	1299	nicT_2			Putative metabolite transport protein NicT
IGKOFFHN_00317	gene	750	fabG_1			
IGKOFFHN_00317	CDS	750	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
IGKOFFHN_00318	gene	915	perR			
IGKOFFHN_00318	CDS	915	perR			HTH-type transcriptional regulator PerR
IGKOFFHN_00319	gene	915	yhaJ_1			
IGKOFFHN_00319	CDS	915	yhaJ_1			HTH-type transcriptional regulator YhaJ
IGKOFFHN_00320	gene	1341	uacT_1			
IGKOFFHN_00320	CDS	1341	uacT_1		COG2233	Uric acid transporter UacT
IGKOFFHN_00321	gene	510	tadA_1			
IGKOFFHN_00321	CDS	510	tadA_1	3.5.4.33		tRNA-specific adenosine deaminase
IGKOFFHN_00322	gene	660	cynT_1			
IGKOFFHN_00322	CDS	660	cynT_1	4.2.1.1	COG0288	Carbonic anhydrase 1
IGKOFFHN_00323	gene	321				
IGKOFFHN_00323	CDS	321				hypothetical protein
IGKOFFHN_00324	gene	498				
IGKOFFHN_00324	CDS	498				hypothetical protein
IGKOFFHN_00325	gene	249				
IGKOFFHN_00325	CDS	249				hypothetical protein
IGKOFFHN_00326	gene	102				
IGKOFFHN_00326	CDS	102				hypothetical protein
IGKOFFHN_00327	gene	930	zupT_1			
IGKOFFHN_00327	CDS	930	zupT_1			Zinc transporter ZupT
IGKOFFHN_00328	gene	903				
IGKOFFHN_00328	CDS	903				hypothetical protein
IGKOFFHN_00329	gene	2097	btuD_2			
IGKOFFHN_00329	CDS	2097	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
IGKOFFHN_00330	gene	1050				
IGKOFFHN_00330	CDS	1050				hypothetical protein
IGKOFFHN_00331	gene	927	mmuM			
IGKOFFHN_00331	CDS	927	mmuM	2.1.1.10	COG2040	Homocysteine S-methyltransferase
IGKOFFHN_00332	gene	273	msrA_1			
IGKOFFHN_00332	CDS	273	msrA_1	1.8.4.11		Peptide methionine sulfoxide reductase MsrA
IGKOFFHN_00333	gene	516				
IGKOFFHN_00333	CDS	516				hypothetical protein
IGKOFFHN_00334	gene	612	tmk_1			
IGKOFFHN_00334	CDS	612	tmk_1	2.7.4.9		Thymidylate kinase
IGKOFFHN_00335	gene	1134				
IGKOFFHN_00335	CDS	1134		1.12.-.-		Soluble hydrogenase 42 kDa subunit
IGKOFFHN_00336	gene	2406	quiA			
IGKOFFHN_00336	CDS	2406	quiA	1.1.5.8	COG4993	Quinate/shikimate dehydrogenase (quinone)
IGKOFFHN_00337	gene	1299	oprB_1			
IGKOFFHN_00337	CDS	1299	oprB_1		COG3659	Porin B
IGKOFFHN_00338	gene	2196				
IGKOFFHN_00338	CDS	2196				hypothetical protein
IGKOFFHN_00339	gene	2622				
IGKOFFHN_00339	CDS	2622				hypothetical protein
IGKOFFHN_00340	gene	1296	oprD_1			
IGKOFFHN_00340	CDS	1296	oprD_1	3.4.21.-		Porin D
IGKOFFHN_00341	gene	96				
IGKOFFHN_00341	tRNA	96				tRNA-SeC(tca)
IGKOFFHN_00342	gene	1911	selB			
IGKOFFHN_00342	CDS	1911	selB		COG3276	Selenocysteine-specific elongation factor
IGKOFFHN_00343	gene	1407	selA			
IGKOFFHN_00343	CDS	1407	selA	2.9.1.1	COG1921	L-seryl-tRNA(Sec) selenium transferase
IGKOFFHN_00344	gene	681				
IGKOFFHN_00344	CDS	681				hypothetical protein
IGKOFFHN_00345	gene	312				
IGKOFFHN_00345	CDS	312				hypothetical protein
IGKOFFHN_00346	gene	726	ompR_1			
IGKOFFHN_00346	CDS	726	ompR_1			Transcriptional regulatory protein OmpR
IGKOFFHN_00347	gene	1332	sasA_1			
IGKOFFHN_00347	CDS	1332	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
IGKOFFHN_00348	gene	927	fdhE			
IGKOFFHN_00348	CDS	927	fdhE		COG3058	Protein FdhE 
IGKOFFHN_00349	gene	654	fdoI			
IGKOFFHN_00349	CDS	654	fdoI		COG2864	Formate dehydrogenase, cytochrome b556(fdo) subunit
IGKOFFHN_00350	gene	936	fdoH			
IGKOFFHN_00350	CDS	936	fdoH		COG0437	Formate dehydrogenase-O iron-sulfur subunit
IGKOFFHN_00351	gene	2427	fdoG_1			
IGKOFFHN_00351	CDS	2427	fdoG_1	1.17.1.9	COG0243	Formate dehydrogenase-O major subunit
IGKOFFHN_00352	gene	591	fdoG_2			
IGKOFFHN_00352	CDS	591	fdoG_2	1.17.1.9	COG0243	Formate dehydrogenase-O major subunit
IGKOFFHN_00353	gene	1149	patB			
IGKOFFHN_00353	CDS	1149	patB	4.4.1.13	COG1168	Cystathionine beta-lyase PatB
IGKOFFHN_00354	gene	858	ydaD			
IGKOFFHN_00354	CDS	858	ydaD	1.-.-.-		General stress protein 39
IGKOFFHN_00355	gene	612	yohC_1			
IGKOFFHN_00355	CDS	612	yohC_1			Inner membrane protein YohC
IGKOFFHN_00356	gene	1362				
IGKOFFHN_00356	CDS	1362				hypothetical protein
IGKOFFHN_00357	gene	537				
IGKOFFHN_00357	CDS	537				hypothetical protein
IGKOFFHN_00358	gene	1920	rcsC_5			
IGKOFFHN_00358	CDS	1920	rcsC_5	2.7.13.3		Sensor histidine kinase RcsC
IGKOFFHN_00359	gene	915				
IGKOFFHN_00359	CDS	915				hypothetical protein
IGKOFFHN_00360	gene	2286	dinG_1			
IGKOFFHN_00360	CDS	2286	dinG_1	3.1.-.-		3'-5' exonuclease DinG
IGKOFFHN_00361	gene	1653	fan1			
IGKOFFHN_00361	CDS	1653	fan1	3.1.4.1		Fanconi-associated nuclease 1 
IGKOFFHN_00362	gene	225				
IGKOFFHN_00362	CDS	225				hypothetical protein
IGKOFFHN_00363	gene	375				
IGKOFFHN_00363	CDS	375				hypothetical protein
IGKOFFHN_00364	gene	1854				
IGKOFFHN_00364	CDS	1854				hypothetical protein
IGKOFFHN_00365	gene	1689				
IGKOFFHN_00365	CDS	1689				hypothetical protein
IGKOFFHN_00366	gene	3087				
IGKOFFHN_00366	CDS	3087		3.4.21.-		Extracellular serine protease
IGKOFFHN_00367	gene	2952				
IGKOFFHN_00367	CDS	2952		3.4.21.-		Extracellular serine protease
IGKOFFHN_00368	gene	1350	tolC_1			
IGKOFFHN_00368	CDS	1350	tolC_1		COG1538	Outer membrane protein TolC
IGKOFFHN_00369	gene	1350	prsE_1			
IGKOFFHN_00369	CDS	1350	prsE_1			Type I secretion system membrane fusion protein PrsE
IGKOFFHN_00370	gene	1800	prsD			
IGKOFFHN_00370	CDS	1800	prsD			Type I secretion system ATP-binding protein PrsD
IGKOFFHN_00371	gene	345	inh			
IGKOFFHN_00371	CDS	345	inh			Alkaline proteinase inhibitor
IGKOFFHN_00372	gene	1467	aprA_2			
IGKOFFHN_00372	CDS	1467	aprA_2	3.4.24.-		Metallopeptidase AprA
IGKOFFHN_00373	gene	1086	spuE_3			
IGKOFFHN_00373	CDS	1086	spuE_3		COG0687	Spermidine-binding periplasmic protein SpuE
IGKOFFHN_00374	gene	345				
IGKOFFHN_00374	CDS	345				hypothetical protein
IGKOFFHN_00375	gene	1407	mnmC_1			
IGKOFFHN_00375	CDS	1407	mnmC_1	2.1.1.61		tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
IGKOFFHN_00376	gene	816				
IGKOFFHN_00376	CDS	816				hypothetical protein
IGKOFFHN_00377	gene	273				
IGKOFFHN_00377	CDS	273				hypothetical protein
IGKOFFHN_00378	gene	2475	rep_1			
IGKOFFHN_00378	CDS	2475	rep_1	3.6.4.12		ATP-dependent DNA helicase Rep
IGKOFFHN_00379	gene	696	yhhW_1			
IGKOFFHN_00379	CDS	696	yhhW_1	1.13.11.24	COG1741	Quercetin 2,3-dioxygenase
IGKOFFHN_00380	gene	1647	pgm			
IGKOFFHN_00380	CDS	1647	pgm	5.4.2.2	COG0033	Phosphoglucomutase
IGKOFFHN_00381	gene	1431	gabR_1			
IGKOFFHN_00381	CDS	1431	gabR_1		COG1167	HTH-type transcriptional regulatory protein GabR
IGKOFFHN_00382	gene	1449				
IGKOFFHN_00382	CDS	1449				hypothetical protein
IGKOFFHN_00383	gene	1023	tdh_1			
IGKOFFHN_00383	CDS	1023	tdh_1	1.1.1.103		L-threonine 3-dehydrogenase
IGKOFFHN_00384	gene	915	leuO			
IGKOFFHN_00384	CDS	915	leuO			HTH-type transcriptional regulator LeuO
IGKOFFHN_00385	gene	1251	nepI_1			
IGKOFFHN_00385	CDS	1251	nepI_1		COG2814	Purine ribonucleoside efflux pump NepI
IGKOFFHN_00386	gene	912	rclR_1			
IGKOFFHN_00386	CDS	912	rclR_1		COG2207	RCS-specific HTH-type transcriptional activator RclR
IGKOFFHN_00387	gene	762	ygfF_1			
IGKOFFHN_00387	CDS	762	ygfF_1	1.-.-.-		putative oxidoreductase YgfF
IGKOFFHN_00388	gene	828				
IGKOFFHN_00388	CDS	828				hypothetical protein
IGKOFFHN_00389	gene	906	gcvA_1			
IGKOFFHN_00389	CDS	906	gcvA_1			Glycine cleavage system transcriptional activator
IGKOFFHN_00390	gene	1254	bepF			
IGKOFFHN_00390	CDS	1254	bepF			Efflux pump periplasmic linker BepF
IGKOFFHN_00391	gene	3192	oqxB7			
IGKOFFHN_00391	CDS	3192	oqxB7			multidrug efflux RND transporter permease subunit OqxB7
IGKOFFHN_00392	gene	1422	ttgI_1			
IGKOFFHN_00392	CDS	1422	ttgI_1			Toluene efflux pump outer membrane protein TtgI
IGKOFFHN_00393	gene	981	aaeA_1			
IGKOFFHN_00393	CDS	981	aaeA_1		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
IGKOFFHN_00394	gene	246	aaeX_1			
IGKOFFHN_00394	CDS	246	aaeX_1			Protein AaeX
IGKOFFHN_00395	gene	2136	aaeB_1			
IGKOFFHN_00395	CDS	2136	aaeB_1			p-hydroxybenzoic acid efflux pump subunit AaeB
IGKOFFHN_00396	gene	1056	bepA_1			
IGKOFFHN_00396	CDS	1056	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
IGKOFFHN_00397	gene	1503	kaiC			
IGKOFFHN_00397	CDS	1503	kaiC	2.7.11.1		Circadian clock protein kinase KaiC
IGKOFFHN_00398	gene	1671	rcsC_6			
IGKOFFHN_00398	CDS	1671	rcsC_6	2.7.13.3		Sensor histidine kinase RcsC
IGKOFFHN_00399	gene	378	cpdR			
IGKOFFHN_00399	CDS	378	cpdR			Response regulator receiver protein CpdR
IGKOFFHN_00400	gene	1215	rcsC_7			
IGKOFFHN_00400	CDS	1215	rcsC_7	2.7.13.3		Sensor histidine kinase RcsC
IGKOFFHN_00401	gene	594	cheB_1			
IGKOFFHN_00401	CDS	594	cheB_1	3.1.1.61	COG2201	Protein-glutamate methylesterase/protein-glutamine glutaminase
IGKOFFHN_00402	gene	834	cheR			
IGKOFFHN_00402	CDS	834	cheR	2.1.1.80		Chemotaxis protein methyltransferase
IGKOFFHN_00403	gene	3492	rcsC_8			
IGKOFFHN_00403	CDS	3492	rcsC_8	2.7.13.3		Sensor histidine kinase RcsC
IGKOFFHN_00404	gene	366	cckA			
IGKOFFHN_00404	CDS	366	cckA			Sensor kinase CckA
IGKOFFHN_00405	gene	1290				
IGKOFFHN_00405	CDS	1290				hypothetical protein
IGKOFFHN_00406	gene	879				
IGKOFFHN_00406	CDS	879				hypothetical protein
IGKOFFHN_00407	gene	906	rhaS_2			
IGKOFFHN_00407	CDS	906	rhaS_2			HTH-type transcriptional activator RhaS
IGKOFFHN_00408	gene	1311				
IGKOFFHN_00408	CDS	1311				hypothetical protein
IGKOFFHN_00409	gene	927	ugpA			
IGKOFFHN_00409	CDS	927	ugpA		COG1175	sn-glycerol-3-phosphate transport system permease protein UgpA
IGKOFFHN_00410	gene	831	dasC_1			
IGKOFFHN_00410	CDS	831	dasC_1		COG0395	Diacetylchitobiose uptake system permease protein DasC
IGKOFFHN_00411	gene	1104	malK_1			
IGKOFFHN_00411	CDS	1104	malK_1	7.5.2.1	COG3839	Maltose/maltodextrin import ATP-binding protein MalK
IGKOFFHN_00412	gene	1473	por			
IGKOFFHN_00412	CDS	1473	por	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
IGKOFFHN_00413	gene	1497	xylB			
IGKOFFHN_00413	CDS	1497	xylB	2.7.1.17	COG1070	Xylulose kinase
IGKOFFHN_00414	gene	939	RBKS			
IGKOFFHN_00414	CDS	939	RBKS	2.7.1.15		Ribokinase
IGKOFFHN_00415	gene	621				
IGKOFFHN_00415	CDS	621				hypothetical protein
IGKOFFHN_00416	gene	1302	nicP_1			
IGKOFFHN_00416	CDS	1302	nicP_1			Porin-like protein NicP
IGKOFFHN_00417	gene	2196	vgrG1_1			
IGKOFFHN_00417	CDS	2196	vgrG1_1	6.3.2.-	COG3501	Actin cross-linking toxin VgrG1
IGKOFFHN_00418	gene	564				
IGKOFFHN_00418	CDS	564				hypothetical protein
IGKOFFHN_00419	gene	534				
IGKOFFHN_00419	CDS	534				hypothetical protein
IGKOFFHN_00420	gene	297				
IGKOFFHN_00420	CDS	297				hypothetical protein
IGKOFFHN_00421	gene	261				
IGKOFFHN_00421	CDS	261				hypothetical protein
IGKOFFHN_00422	gene	333				
IGKOFFHN_00422	CDS	333				hypothetical protein
IGKOFFHN_00423	gene	270				
IGKOFFHN_00423	CDS	270				hypothetical protein
IGKOFFHN_00424	gene	486	eco			
IGKOFFHN_00424	CDS	486	eco		COG4574	Ecotin
IGKOFFHN_00425	gene	306				
IGKOFFHN_00425	CDS	306				hypothetical protein
IGKOFFHN_00426	gene	336				
IGKOFFHN_00426	CDS	336				hypothetical protein
IGKOFFHN_00427	gene	924				
IGKOFFHN_00427	CDS	924				hypothetical protein
IGKOFFHN_00428	gene	1575				
IGKOFFHN_00428	CDS	1575				hypothetical protein
IGKOFFHN_00429	gene	1104				
IGKOFFHN_00429	CDS	1104				hypothetical protein
IGKOFFHN_00430	gene	1146	yliI			
IGKOFFHN_00430	CDS	1146	yliI	1.1.5.-	COG2133	Aldose sugar dehydrogenase YliI
IGKOFFHN_00431	gene	342				
IGKOFFHN_00431	CDS	342				hypothetical protein
IGKOFFHN_00432	gene	861	ku			
IGKOFFHN_00432	CDS	861	ku		COG1273	Non-homologous end joining protein Ku
IGKOFFHN_00433	gene	900				
IGKOFFHN_00433	CDS	900				hypothetical protein
IGKOFFHN_00434	gene	1587	ybiT			
IGKOFFHN_00434	CDS	1587	ybiT		COG0488	putative ABC transporter ATP-binding protein YbiT
IGKOFFHN_00435	gene	1188	yhhS_1			
IGKOFFHN_00435	CDS	1188	yhhS_1			putative MFS-type transporter YhhS
IGKOFFHN_00436	gene	1038				
IGKOFFHN_00436	CDS	1038				hypothetical protein
IGKOFFHN_00437	gene	612	azoR1_1			
IGKOFFHN_00437	CDS	612	azoR1_1	1.7.1.17	COG1182	FMN-dependent NADH-azoreductase 1
IGKOFFHN_00438	gene	909	dmlR_4			
IGKOFFHN_00438	CDS	909	dmlR_4			HTH-type transcriptional regulator DmlR
IGKOFFHN_00439	gene	360				
IGKOFFHN_00439	CDS	360				hypothetical protein
IGKOFFHN_00440	gene	429				
IGKOFFHN_00440	CDS	429				hypothetical protein
IGKOFFHN_00441	gene	699	uppP_1			
IGKOFFHN_00441	CDS	699	uppP_1	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
IGKOFFHN_00442	gene	1635	mcpP_1			
IGKOFFHN_00442	CDS	1635	mcpP_1		COG0840	Methyl-accepting chemotaxis protein McpP
IGKOFFHN_00443	gene	564	pnuC			
IGKOFFHN_00443	CDS	564	pnuC		COG3201	Nicotinamide riboside transporter PnuC
IGKOFFHN_00444	gene	525				
IGKOFFHN_00444	CDS	525				hypothetical protein
IGKOFFHN_00445	gene	450				
IGKOFFHN_00445	CDS	450				hypothetical protein
IGKOFFHN_00446	gene	573				
IGKOFFHN_00446	CDS	573				hypothetical protein
IGKOFFHN_00447	gene	990				
IGKOFFHN_00447	CDS	990				hypothetical protein
IGKOFFHN_00448	gene	681	lagD			
IGKOFFHN_00448	CDS	681	lagD	3.4.22.-		Lactococcin-G-processing and transport ATP-binding protein LagD
IGKOFFHN_00449	gene	747				
IGKOFFHN_00449	CDS	747				hypothetical protein
IGKOFFHN_00450	gene	1305				
IGKOFFHN_00450	CDS	1305				hypothetical protein
IGKOFFHN_00451	gene	1326	atoC_1			
IGKOFFHN_00451	CDS	1326	atoC_1		COG2204	Regulatory protein AtoC
IGKOFFHN_00452	gene	267				
IGKOFFHN_00452	CDS	267				hypothetical protein
IGKOFFHN_00453	gene	1290				
IGKOFFHN_00453	CDS	1290				hypothetical protein
IGKOFFHN_00454	gene	1503	nhaB			
IGKOFFHN_00454	CDS	1503	nhaB		COG3067	Na(+)/H(+) antiporter NhaB
IGKOFFHN_00455	gene	810	yigL			
IGKOFFHN_00455	CDS	810	yigL	3.1.3.74	COG0561	Pyridoxal phosphate phosphatase YigL
IGKOFFHN_00456	gene	1524	zwf_1			
IGKOFFHN_00456	CDS	1524	zwf_1	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
IGKOFFHN_00457	gene	981				
